price_per_cc,curbweight,horsepower,highwaympg,enginesize,citympg,carwidth,wheelbase,carlength,boreratio,car_id,stroke,carheight,fuelsystem_2bbl,fuelsystem_mpfi,price
0.123893127103701,0.9394031078460858,0.174482779162534,0.8368403399746492,0.0744489251157203,0.8857402750268095,0.603839301059554,0.7896385860861319,1.0197909914838528,0.5190713849456007,0.8618111432337956,0.4621833186137945,0.7282387649511761,1.451227275811961,1.0866697123918505,13495.0
0.8313372437852756,0.9394031078460858,0.174482779162534,0.8368403399746492,0.0744489251157203,0.8857402750268095,0.603839301059554,0.7896385860861319,1.0197909914838528,0.5190713849456007,0.8618111432337956,0.4621833186137945,0.7282387649511761,1.451227275811961,1.0866697123918505,16500.0
0.2691115358524187,0.5148819161377617,1.2645364278639772,0.8368403399746492,0.6040461684467903,0.8857402750268095,0.603839301059554,0.7896385860861319,1.0197909914838528,0.9632159438903544,0.8618111432337956,0.6859461601154123,0.7282387649511761,1.451227275811961,1.0866697123918505,16500.0
0.8637348128222744,0.9394031078460858,0.7828848156470605,0.8368403399746492,0.6040461684467903,0.8857402750268095,0.1365419937088248,0.1736977515053703,0.2072559016856128,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.2359421555035534,1.451227275811961,1.0866697123918505,13950.0
0.8737478850172876,0.5168071823133096,0.2758831185766218,0.8368403399746492,0.2188845369332848,0.8857402750268095,0.2300014551789719,0.1071095531723165,0.2072559016856128,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.2359421555035534,1.451227275811961,1.0866697123918505,17450.0
0.3786685628803333,0.9394031078460858,0.1491326943090121,0.8368403399746492,0.2188845369332848,0.8857402750268095,0.183271724443895,0.1736977515053703,0.2641333579714909,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.7282387649511761,1.451227275811961,1.0866697123918505,15250.0
0.9322572594516548,0.5553125058242687,0.1491326943090121,0.8368403399746492,0.2188845369332848,0.8857402750268095,2.566487991932618,1.1725207265011992,1.5154373962607788,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.8102881998591143,1.451227275811961,1.0866697123918505,17710.0
1.2045508866269798,0.7670917851345438,0.1491326943090121,0.8368403399746492,0.2188845369332848,0.8857402750268095,2.566487991932618,1.1725207265011992,1.5154373962607788,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.8102881998591143,1.451227275811961,1.0866697123918505,18920.0
2.5246707945929976,1.021226920306874,0.9096352399146702,0.8368403399746492,0.0985215270853143,0.8857402750268095,2.566487991932618,1.1725207265011992,1.5154373962607788,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.8923376347670494,1.451227275811961,1.0866697123918505,23875.0
1.1192204988707213,0.9576931365137914,1.4166369369851088,0.8368403399746492,0.0985215270853143,0.8857402750268095,0.9309474162050656,0.1237566027555793,0.3372615160533307,0.9632159438903544,0.8618111432337956,0.4621833186137945,0.7282387649511761,1.451227275811961,1.0866697123918505,17859.167
